time,label
0.125,NoGesture
0.15625,NoGesture
0.1875,NoGesture
0.21875,NoGesture
0.25,NoGesture
0.28125,NoGesture
0.3125,NoGesture
0.34375,NoGesture
0.375,NoGesture
0.40625,Gesture
0.4375,Gesture
0.46875,Gesture
0.5,Gesture
0.53125,Gesture
0.5625,Gesture
0.59375,Gesture
0.625,Gesture
0.65625,Gesture
0.6875,Gesture
0.71875,Gesture
0.75,Gesture
0.78125,Gesture
0.8125,Gesture
0.84375,Gesture
0.875,Gesture
0.90625,Gesture
0.9375,Gesture
0.96875,Gesture
1.0,Gesture
1.03125,Gesture
1.0625,Gesture
1.09375,Gesture
1.125,Gesture
1.15625,Gesture
1.1875,Gesture
1.21875,Gesture
1.25,Gesture
1.28125,Gesture
1.3125,Gesture
1.34375,Gesture
1.375,Gesture
1.40625,Gesture
1.4375,Gesture
1.46875,Gesture
1.5,Gesture
1.53125,Gesture
1.5625,Gesture
1.59375,Gesture
1.625,Gesture
1.65625,Gesture
1.6875,Gesture
1.71875,Gesture
1.75,Gesture
1.78125,Gesture
1.8125,Gesture
1.84375,Gesture
1.875,Gesture
1.90625,Gesture
1.9375,Gesture
1.96875,Gesture
2.0,Gesture
2.03125,Gesture
2.0625,Gesture
2.09375,Gesture
2.125,Gesture
2.15625,Gesture
2.1875,NoGesture
2.21875,NoGesture
2.25,NoGesture
2.28125,NoGesture
2.3125,NoGesture
2.34375,NoGesture
2.375,NoGesture
2.40625,NoGesture
2.4375,NoGesture
2.46875,NoGesture
2.5,NoGesture
2.53125,NoGesture
2.5625,NoGesture
2.59375,NoGesture
2.625,NoGesture
2.65625,Gesture
2.6875,Gesture
2.71875,Gesture
2.75,Gesture
2.78125,Gesture
2.8125,Gesture
2.84375,Gesture
2.875,Gesture
2.90625,Gesture
2.9375,Gesture
2.96875,Gesture
3.0,Gesture
3.03125,Gesture
3.0625,Gesture
3.09375,Gesture
3.125,Gesture
3.15625,Gesture
3.1875,Gesture
3.21875,Gesture
3.25,Gesture
3.28125,Gesture
3.3125,Gesture
3.34375,Gesture
3.375,Gesture
3.40625,Gesture
3.4375,Gesture
3.46875,Gesture
3.5,Gesture
3.53125,Gesture
3.5625,Gesture
3.59375,Gesture
3.625,Gesture
3.65625,Gesture
3.6875,Gesture
3.71875,Gesture
3.75,Gesture
3.78125,Gesture
3.8125,Gesture
3.84375,Gesture
3.875,Gesture
3.90625,Gesture
3.9375,Gesture
3.96875,NoGesture
